idx,label,nov_score
988,NG_065154.1,-0.09100085938250968
982,NG_065154.1,-0.09124656812427889
558,NG_063521.1,-0.09128089964865738
1633,NG_063105.1,-0.09136885021192398
0,NG_065155.1,-0.09156329022407672
85,NG_065153.1,-0.09162430451147074
1207,NG_070788.1,-0.09183567548216276
1828,NG_070799.1,-0.09184200128839648
1924,NG_061300.1,-0.09190609771000924
1714,NG_063108.1,-0.09190609771000924
1171,NG_062444.1,-0.09193071876964343
1958,NG_062442.1,-0.09198172579314012
1667,NG_063104.1,-0.09203188450536748
1142,NG_065158.1,-0.09218547869044069
1928,NG_061300.1,-0.0926934895825553
1410,NG_063531.1,-0.09295423911203282
1118,NG_065158.1,-0.09298791937941042
1125,NG_065158.1,-0.09298791937941042
1249,NG_070788.1,-0.09321563657446252
290,NG_065156.1,-0.09328301350091694
1728,NG_063108.1,-0.0934452371144926
1817,NG_070799.1,-0.09363340020997085
1280,NG_063529.1,-0.0936460619497842
976,NG_065154.1,-0.09379843572873414
495,NG_062443.1,-0.093824482977585
1348,NG_063530.1,-0.0938679082966819
1758,NG_063107.1,-0.09389655349901022
1840,NG_070799.1,-0.09409709343093065
1668,NG_063104.1,-0.09414261753038472
37,NG_065155.1,-0.0943200396366668
499,NG_062443.1,-0.09437172882974293
1914,NG_061300.1,-0.09439027549354811
944,NG_065802.1,-0.09440685085885114
647,NG_063522.1,-0.09471868101621866
1517,NG_061036.1,-0.09497612314018178
1,NG_065155.1,-0.09510148678949842
886,NG_063102.1,-0.09515577342465953
1696,NG_063104.1,-0.0952861155250363
453,NG_062443.1,-0.09531246015674394
1785,NG_063107.1,-0.0953653425845572
801,NG_063101.1,-0.09538651651548152
1870,NG_065159.1,-0.09542578208625285
1833,NG_070799.1,-0.0954670871236824
1806,NG_070799.1,-0.09552458639825712
264,NG_065156.1,-0.09560369597976942
1571,NG_061037.1,-0.09576122271385734
1635,NG_063105.1,-0.09585559629342838
49,NG_065155.1,-0.09589282994854009
1177,NG_062444.1,-0.09633786604665084
705,NG_061034.1,-0.09634311127953676
1061,NG_065803.1,-0.09671202663371381
1638,NG_063105.1,-0.09680863457377564
631,NG_063522.1,-0.09696994339930975
496,NG_062443.1,-0.09714254711043202
1051,NG_065803.1,-0.09716735615114491
1761,NG_063107.1,-0.09731020223427866
1399,NG_061040.1,-0.0976373202199386
1939,NG_061300.1,-0.09767930147759124
2021,NG_017185.1,-0.09770327674832457
788,NG_062141.1,-0.09774015434555161
384,NG_061032.1,-0.09780010758015073
323,NG_061033.1,-0.09780393105600371
1420,NG_063531.1,-0.09789516623601535
1281,NG_063529.1,-0.09815771201542578
407,NG_061105.1,-0.09829987749779695
2018,NG_017185.1,-0.09840811937563154
137,NG_062683.1,-0.0988839390622005
1066,NG_065803.1,-0.09905254790749007
836,NG_063101.1,-0.09907700784508894
664,NG_063524.1,-0.09913298765802137
1824,NG_070799.1,-0.09916154355311363
1455,NG_063532.1,-0.09925481607171927
649,NG_063522.1,-0.09948936312604673
1742,NG_063108.1,-0.09959152078167738
108,NG_062683.1,-0.09969021627634506
237,NG_063111.1,-0.09992315469460428
1737,NG_063108.1,-0.09993379492017901
1481,NG_063532.1,-0.10013941915399727
985,NG_065154.1,-0.10017835271809239
1400,NG_063531.1,-0.100322753104374
449,NG_061105.1,-0.10035247769612193
839,NG_063101.1,-0.10040223759372252
21,NG_065155.1,-0.1004425280602721
1310,NG_063530.1,-0.10045141131491597
1378,NG_061040.1,-0.10053435969706337
1138,NG_065158.1,-0.10067930248524787
1501,NG_061036.1,-0.10069748950648094
1872,NG_065159.1,-0.10090981174112879
1106,NG_065158.1,-0.10091414976504254
9,NG_065155.1,-0.10098915555151156
1337,NG_063530.1,-0.10113268835751482
1004,NG_065157.1,-0.1011373632496137
1941,NG_061300.1,-0.10120090735589699
1584,NG_061037.1,-0.10127533489313723
896,NG_063102.1,-0.10132565187826564
785,NG_062141.1,-0.10136928802235445
1556,NG_061037.1,-0.10142576093472627
1852,NG_065159.1,-0.10147410428760223
802,NG_063101.1,-0.10151058527740581
1219,NG_070788.1,-0.10169364599622177
1345,NG_063530.1,-0.10205085751149878
26,NG_065155.1,-0.10206023568455103
643,NG_063522.1,-0.10214277950065465
1003,NG_065157.1,-0.10222657132858476
362,NG_061032.1,-0.10240757911275927
755,NG_062141.1,-0.10241647937872156
371,NG_061032.1,-0.10243767401477938
1170,NG_062444.1,-0.10268661676188856
1760,NG_063107.1,-0.10271783291496955
757,NG_062141.1,-0.10279282277965834
69,NG_065153.1,-0.10305164791177229
1909,NG_061300.1,-0.10315462750504284
900,NG_065802.1,-0.10350190358523148
1618,NG_063105.1,-0.10366110132621087
1673,NG_063104.1,-0.10379332245745593
767,NG_062141.1,-0.10380814605418953
1976,NG_062442.1,-0.10387948277603626
1908,NG_061300.1,-0.10389376333413225
1252,NG_063529.1,-0.10397309722145687
18,NG_065155.1,-0.10403379479435454
1241,NG_070788.1,-0.10482775046566711
1746,NG_063108.1,-0.10532506183305246
63,NG_065153.1,-0.1053264170163028
1650,NG_063104.1,-0.10533916060595022
1172,NG_062444.1,-0.10534833004934413
1948,NG_061300.1,-0.10539520440216987
1905,NG_061300.1,-0.10539520440216987
1179,NG_062444.1,-0.1054149185495954
221,NG_063111.1,-0.10547475596440242
1329,NG_063530.1,-0.10558370274036788
1654,NG_063104.1,-0.1055949189370401
702,NG_061034.1,-0.10577155905648011
1701,NG_063108.1,-0.10581287308584097
1927,NG_061300.1,-0.1059797843642854
1336,NG_063530.1,-0.10600531685579906
293,NG_065156.1,-0.10601322125892798
296,NG_065156.1,-0.10615992924816153
1903,NG_061300.1,-0.10616949583553137
1088,NG_065803.1,-0.10624745740492103
1605,NG_063105.1,-0.1063188372249344
1883,NG_065159.1,-0.10638321698111214
1707,NG_063108.1,-0.10639045298673683
443,NG_061105.1,-0.10641722993522962
1082,NG_065803.1,-0.10650663730163568
1161,NG_062444.1,-0.10663818498215072
1129,NG_065158.1,-0.10675612383308575
271,NG_065156.1,-0.10679995052986252
451,NG_062443.1,-0.10683527793941
202,NG_063111.1,-0.10712977632464471
566,NG_063521.1,-0.10718066062323706
1643,NG_063105.1,-0.10720398829815864
1894,NG_065159.1,-0.1073530582726826
1617,NG_063105.1,-0.10737400308447864
1566,NG_061037.1,-0.10746210703205666
241,NG_063111.1,-0.10765735540253579
347,NG_061033.1,-0.10778734298157872
1985,NG_062442.1,-0.10780198584928041
1730,NG_063108.1,-0.10784014404440445
860,NG_063102.1,-0.10787338554155113
1333,NG_063530.1,-0.10804106770854388
1769,NG_063107.1,-0.10807027025929772
336,NG_061033.1,-0.1081034774010039
131,NG_062683.1,-0.10815748381600176
1071,NG_065803.1,-0.10816541315563177
837,NG_063101.1,-0.10821503733236404
46,NG_065155.1,-0.10829850167918514
292,NG_065156.1,-0.10836255510865428
542,NG_062140.1,-0.10842809776852314
2044,NG_017185.1,-0.10855860974674197
671,NG_063524.1,-0.10877863338837312
1127,NG_065158.1,-0.10878255049495139
1612,NG_063105.1,-0.10886189967927995
1305,NG_063530.1,-0.10889039429853498
43,NG_065155.1,-0.10891688200342309
232,NG_063111.1,-0.10898763155508157
1105,NG_065158.1,-0.10900478697718707
98,NG_065153.1,-0.1090455292407258
437,NG_061105.1,-0.10917555536657703
718,NG_061034.1,-0.10924767098219401
1744,NG_063108.1,-0.1093010743171543
1945,NG_061300.1,-0.10945402287256423
463,NG_062443.1,-0.10946761594749899
915,NG_065802.1,-0.10954176406606181
1970,NG_062442.1,-0.10962102207170055
1090,NG_065803.1,-0.1096312013454947
1786,NG_063107.1,-0.10967509915206752
1574,NG_061037.1,-0.10973152696864441
1874,NG_065159.1,-0.10985736000946156
1536,NG_061036.1,-0.11000394592233848
1060,NG_065803.1,-0.11000624710517554
1318,NG_063530.1,-0.11027250188028609
1158,NG_062444.1,-0.11028361790488617
5,NG_065155.1,-0.11031622423495269
1078,NG_065803.1,-0.11034019070865081
1043,NG_065157.1,-0.11061576952899038
1035,NG_065157.1,-0.11063765609438442
1764,NG_063107.1,-0.11064260814573113
986,NG_065154.1,-0.11092098749491958
616,NG_063522.1,-0.11094659988592376
1606,NG_063105.1,-0.11095212950298522
688,NG_063524.1,-0.11096779882297508
220,NG_063111.1,-0.11127157672138088
1679,NG_063104.1,-0.11140200676832762
1381,NG_061040.1,-0.1114797150959343
869,NG_063102.1,-0.11154552744202267
1627,NG_063105.1,-0.11154843671838843
1493,NG_063532.1,-0.11162882299131749
1139,NG_065158.1,-0.1116830486707942
1950,NG_062442.1,-0.11174228541786707
436,NG_061105.1,-0.11176273666024455
198,NG_063110.1,-0.1118767274481165
1602,NG_063105.1,-0.1119808178475869
459,NG_062443.1,-0.11198392119173073
922,NG_065802.1,-0.11203636061368749
1226,NG_070788.1,-0.11236777840599027
396,NG_061032.1,-0.11250160558164068
951,NG_065154.1,-0.11274848907924057
248,NG_063111.1,-0.11275840126596642
1920,NG_061300.1,-0.1128229686966839
641,NG_063522.1,-0.11283392423243988
119,NG_062683.1,-0.11298784593420497
1498,NG_063532.1,-0.1129951396145829
1406,NG_063531.1,-0.11303334916126517
1896,NG_065159.1,-0.11304982069391861
1731,NG_063108.1,-0.11305541947372477
58,NG_065153.1,-0.11314937555900345
1543,NG_061036.1,-0.11315287778852617
1565,NG_061037.1,-0.11321110139700569
340,NG_061033.1,-0.11321859953798707
1717,NG_063108.1,-0.11335693920711531
1957,NG_062442.1,-0.1134534380672591
1098,NG_065803.1,-0.11370134699809864
1865,NG_065159.1,-0.11384918692399632
1403,NG_063531.1,-0.11385621657317657
1327,NG_063530.1,-0.11393667171366156
172,NG_063110.1,-0.11398976347324596
327,NG_061033.1,-0.11399966268458217
1695,NG_063104.1,-0.11407543198181724
1390,NG_061040.1,-0.11428476102932994
400,NG_061105.1,-0.1143260829003076
486,NG_062443.1,-0.11444818659753692
1811,NG_070799.1,-0.11449878685943204
658,NG_063524.1,-0.11450560803565962
1463,NG_063532.1,-0.11450560803565962
228,NG_063111.1,-0.11450875235217473
259,NG_065156.1,-0.11470838432205926
1367,NG_061040.1,-0.11472517426116108
592,NG_063521.1,-0.11474594632937196
704,NG_061034.1,-0.11474955663968739
1697,NG_063104.1,-0.11476973295236448
1848,NG_070799.1,-0.11477412623796368
1250,NG_063529.1,-0.11481525727386915
114,NG_062683.1,-0.1149022668670826
1295,NG_063529.1,-0.1149969946268411
753,NG_062141.1,-0.11507202130100136
1298,NG_063529.1,-0.11515589459692993
618,NG_063522.1,-0.11521048644736509
942,NG_065802.1,-0.11521586575869214
1307,NG_063530.1,-0.11524074001440421
1762,NG_063107.1,-0.11524128355429375
1625,NG_063105.1,-0.11533331726082557
95,NG_065153.1,-0.11535069416346372
615,NG_063522.1,-0.11541746428111738
1313,NG_063530.1,-0.11545083729292704
15,NG_065155.1,-0.11562161206142868
1365,NG_061040.1,-0.11575291118429581
637,NG_063522.1,-0.11579841997748369
1851,NG_065159.1,-0.11584289938288567
488,NG_062443.1,-0.11591024361335156
